name,vorname,titel,ort,empfangen,gesendet
Oporin,Johannes,,s.l.,0,1
Erastus,Thomas,,TrUv Hä v,0,1
Jung,Johannes,,Hasel,0,1
Wisamer,Baptist Johannes,,Erfurt,0,1
Fabricius,Earl,,Wesel,0,1
Adlischwiler,Hans,,Bheinfelden,0,1
Hyperlus,Andreas,,Marburg,0,1
Dipelius,Nikolaus,,WKstyuMxy,0,1
Erastus,Thomas,,Schleusingen,0,1
Ziegler,Hans,,Frankfurt,0,1
Schenk,Matthias,,Augsburg,0,3
Frölich,Georg,,u. ,0,1
Rappoltstein,E.,von,Rappolasweilercw iu,0,1
bringt,folgen Beilagen,de,Genf Juni,0,1
Sarnicki,Stanislaus,,Krakau,0,1
Anna,Alexandria  Happold,von,stein,0,1
Erb,Matthias,,Bappolisweiler,0,1
Jung,Johannes,,Bäsel,0,1
Thretius,Christoph,,Genf,0,3
Vermigli,Peter Martyr,,St. Germain,0,1
Mötteli,Martin,,s.l.,0,1
Abschied,r drei Bün,de,Chur,0,1
Rosenstock,Hans,,ZürichNeumarkt,0,1
Erb,Matthias,,Rappoldsweiler,0,1
Coignet,Matthieu,,St. Germain,0,1
Gratarolus,Wilhelm,,Kisel,0,1
Zanchus,Hieronymus,,Strassburg,0,1
Adlischwiler,Hans,,Rheinfelden,0,1
girier,Stephan,,Heidelberg,0,2
,,Geistliche,Rnhaf fhaiisftn,0,1
Rosenstock,Hans,,ZürichNeuma rkt,0,1
Philipp,Hessen,von,Spangenberg,0,1
Philipp,Landgraf,von,Spangenberg,0,1
Girier,Stephan,,Heidelberg,0,3
Die,Krakauer Syno,de,s.l.,0,1
Lismaninus,Franclscus,,Krakau,0,1
Ziehender,Ludwig,,j,0,1
Frisching,Theobald,,Bern,0,1
Zehender,Ludwig,,rerC l,0,1
Musculus,Johann Heinrich,,lern,0,1
Vermigli,Pietro,,Zürich,0,1
V,s.n.,,s.l.,0,1
Bäiarer,Ambrosius,,Winterthur,0,1
Midi,Joachim,,s.l.,0,2
Rappoltstein,Anna A.,von,C t,0,1
Schenk,Httkw,,Augsburg,0,1
Hegner,Biethelm,,Winterthur,0,1
Jaske,Johanne s,,Königsberg,0,1
Rappoltstein,Anna A.,von,s.l.,0,1
Erb,Matthias,,RappolUsweiler,0,1
Justine,Lupfen,von,s.l.,0,1
Erh,Matthias,,s.l.,0,1
Hoser,Simprecht,,Augsburg,0,4
Roll,Nikolaus,,s.l.,0,1
Adolphus,a Bars,,s.l.,0,1
Lening,Johannes,,Milsungen,0,1
Velsius,Just.,,s.l.,0,1
Farkhurst,John,,Lekdham,0,1
Er,U,,s.l.,0,1
Fabricius,Johaaaes,,Chur,0,2
Erb,Matthias,,Rappoläsweiler,0,1
Albrecht,Martin,,Worms,0,1
Vermigli,Petrus Martyr,,St. Germain,0,5
Fabricius,Karl,,Frankfurt,0,1
Coignet,Mathieu,,St. Grermain,0,1
Marer,Ambrosius,,Winterthur,0,1
Cirlerus,Stephan,,Heidelberg,0,1
Agricola,Joachlm,,Heidelberg,0,1
Coignet,Mathieu,,St. Germain,0,1
Vermigli,Martyr Peter,,St. Germain,0,1
Bbutin,Jean,,St. Germain en Laye,0,1
Riege,r Jakob,,Schaffhausen,0,1
Har,er Ambrosius,,Winterthur,0,1
Erb,Mathias,,Rappoltsweller,0,4
MüljmenVlittdwig,Ton,,Bern,0,1
X,s.n.,,Solothurn,0,1
Starkeriburfe,Nikolaus,von,Norden,0,1
Fabricius,Jebannes,,Chur,0,1
Jonrilliers,Charles,,Genf,0,1
Bläurer,A brosiua,,Leutmerken,0,1
titLkewski,Stanislaus,,Hrakau,0,1
Pauli,Pawel Gregor,,Kralrmi,0,1
Thretius,Christoph,,Marburg,0,1
raur,s.n.,,Schwanden,0,1
Schenck,Mathias,,Augsburg,0,8
Leipzig,s.n.,,Laurentius,0,1
Mülinen,Beat,,Ladwig von,0,1
Sampson,Thomas,,Oxford,0,1
Blaurer,Ambrosius,,Leutaerken,0,1
St.Galler,Prediger,,St. Gallen,0,3
Rappolttfstein,Anne lAexv,,Wwe zu,0,1
.......,s.n.,,KraktgQ,0,1
Buger,Kakob,,Schaffellen,0,1
Ostrorog,Wemzeiaus,,Basel,0,1
Flnek,Conrad,,Mülhausen,0,1
Grasserus,Jonas,,Basel,0,1
Fabricius,Johannes,,Chew ur,0,1
Zanchi,Hierenime,,Straburg,0,1
Schaf,Ihauser Geistliche,,Schaf flfcen,0,1
abricius,Johannes,,Chur,0,7
Abel,JoVvn,,s.l.,0,1
Vogel,AvienusJakob,,Glarus,0,1
Czikowski,Andres,,Leipzig,0,1
Oitews,s.n.,,Stanislaus,0,1
ealinus,Laurentius,,Leipzig,0,1
Lismanini,Francesco,,Wilna,0,1
Blurer,Ambrosius,,Leut merken,0,1
Erb,Mathias,,EappeltsweilerV,0,1
Vitrelin,Alexanr,de,ko sf,0,1
Erastus,Zhomas,,Heidelberg,0,1
Finck,Kenrad,,Mülhausen,0,1
FabriLibertet,Christophe,,s.l.,0,1
Büfcer,akeh,,Schaffhausen,0,1
Kirche,Zürich,,s.l.,0,1
Mommerus,Aegidius,,Speyer,0,1
Thretius,Christoph,,Basel,0,1
Zemliws,Lajjfentius,,Basel,0,1
Blaurer,A brosius,,Winterthur,0,1
Funk,Johannes,,s.l.,0,1
Hotman,Frantjois,,Strassburg,0,1
Thretius,Ehristoph,,Heidelberg,0,1
Haller,Johawies,,Bern,0,1
Blaurer,A brosius,,Leutmerkel,0,1
Jonvillier,Oharies,,Senf,0,1
Calvin,Jehannes,,enf,0,1
teiera,Charles,,Genfn,0,1
Ooignet,Rappoel Margrit,,Strassburg,0,1
Rüer,akeb,,Schaffhausen,0,1
Stetten,Georg,von,Aegobwg looksberg,0,1
..,...,,Glarus,0,1
Ehern,Christopherus,,Heidelberg,0,1
Zanchi,Hieronino,,Straburg,0,1
Patiricius,Johannes,,Chur,0,1
Fabricius,Jehannes,,Chur,0,1
Blarer,Jörg,,C bAiod,0,1
Rufcer,Jäkel,,Sehaffhausen,0,1
dziwil,Nikolaus,,WiUa,0,1
Solls,Friedrich,von,Samaden,0,1
Erb,Mathles,,Happeltsweiler,0,1
Müljrnen,Beat Ludwig,von,Bern,0,1
Eüer,Jakob,,Schfffhausen,0,1
Salls,Friedrich,von,Samaden,0,1
Vincent,Antoine,,Lyon,0,1
Gailieius,Philipp,,Chur,0,1
Horn,Robert,,Winchester,0,1
Haller,Jehannes,,lern,0,1
WlssentilpCg,Wolfgang,,Basel,0,1
Herman,Rudolf,,Langenthal,0,1
Vergerio,Pietro P,,Straburg,0,1
Martinenghi,ülyssey ä,,Chiavenna,0,1
Zürcher,Kirche,,uns seine Praktiken,0,1
BelliSvre,Pomponne,de,Chur,0,2
Bellivre,Pomponne,de,s.l.,0,1
Zürcher,Prediger,,s.l.,0,1
Majtinenus,Ulysses,,CMavenna,0,1
Rappoltstein,Maria,von,XfeyydiveeZ,0,1
Fahrieius,Johannes,,Chur,0,1
Blaurer,Umbrosius,,Leutmerken,0,1
Blaurer,mhrosius,,Leutmerken,0,1
Rüger,Jakob,,Schaffhansen,0,1
Hochhelxer,Christian,,Stein a. Ehein,0,1
Vergerius,Pietro Paolo,,Schaf gfiusen,0,1
O,C,,s.l.,0,1
Schenek,Mathias,,Konstanz,0,1
Jeger,Isaak,,Mülhausen,0,2
Eappoltstein,Anna Alexandi,,Bappeltstein,0,1
MartinTSgus,Ulisses,,Chiavenna,0,1
llanrer,Ambrosius,,Leutmerken,0,1
Dieebach,Nikolaus,von,s.l.,0,1
ieRolljius,Nicolaus,,Wesel,0,1
Herter,Joachim,,Genf,0,1
Sibrlclus,Johannes,,Chur,0,1
Hohensax,Ulrich Philipp,von,Foti,0,1
Confessio,fii ex,de,habita,0,1
Rxjger,akob,,Schaffhausen,0,1
Bullinger,Johannes,,Kappel,0,4
Lasicki,Johann,,Basel,0,1
Grasser,Jenas,,Basel,0,1
Seiender,Dionysius,,s.l.,0,1
Zanchi,Hieronimo,,Straburg,0,1
Boset,Michel,,Genf,0,1
Wissenburg,jfoifgang,,Basel,0,1
alrin,Johannes,,Genf,0,1
Wisseribmrg,Wolf gang,,Basel,0,1
Jfrlo,s.n.,,Masbmeh,0,1
Veneta,Johannes,,L,0,1
Thurn,Hans im,,Schgffhausen,0,1
Thomann,Heinrich,,Syburg,0,1
Wssehburg,Wolfgang,,Basel,0,2
JonvilIlers,Charles,,Senf,0,1
Calvin,Jehannes,,Genf,0,1
Dathenus,Petrus,,T rt s,0,1
Rappoltstein,Anna,,s.l.,0,1
Blaurer,Ambrosius,,Leutmerkn,0,1
Erb,Mathias,,Happoltsweiler,0,4
von,Baars Adolf,,s.l.,0,1
Blaurer,Ambrosius,,C Leutmerken,0,1
Graser,Jonas,,Basel,0,1
Erastus,Choana,,Heidelberg,0,1
Bullinger,Heinrich,,Briefes,0,1
Museulus,Wolfgang,,lern,0,1
dirler,Stephan,,s.l.,0,1
Sarnieki,Stanilaus,,Krakau,0,1
Bald,Joachim,,Griares,0,1
Blaurer,brosius,,Winterthur,0,1
Oporinus,Johannes,,Basel,0,2
Mylius,Mysius Jeremias,,Basel,0,1
Bolljlus,Hikolais,,Wesel,0,1
Bramburus,Ilus,,Crorv,0,1
Pauli,Pawel Gregor,,Krakeu,0,1
Salis,Friedrick,von,Samaden,0,1
Serniciua,Stanilaus,,Krakau,0,1
Blaurer,Ambrfcsius,,Winterthur,0,1
Sulzer,Simen,,Basel,0,1
Blaurer,Ambrofcius,,Winterthur,0,1
...,s.n.,,Bern,0,2
Salis,Friedrieh Tenn,,Samaden,0,1
Fabrieius,Jebannes,,Chur,0,1
Hufcer,Jakob,,Schaffkausen,0,1
..,..,,ssB,0,1
a,lUw C toU no,,V,0,1
Haller,Johannes,,i,0,1
Mommer,Aegidius,,s.l.,0,1
Absen,L.,de,Jlaael,0,1
B,SehenekMaths,,Augsburg,0,1
Fabrieius,Jehannes,,Chur,0,1
Zanchl,Hierenim,,Strassburg,0,1
Erb,Mathias,,Eappoltsweilsr,0,1
Fabrlelus,Johannes,,Chur,0,2
Eabrieius,Johannes,,Chur,0,1
StettemGeerg,Ton,,Augsburg,0,1
Fabriflas,Jokannes,,Ckm,0,1
Stetteneorg,Tn,,Augsburg,0,1
Fabrieus,Johannes,,Chnr,0,1
Fabrleims,Johannes,,Chur,0,1
..,s.n.,,Chur,0,1
Sehenek,Mathias,,Augsburg,0,3
Parkhunst,John,,Ladkam,0,1
Synode,Pinczöw,von,s.l.,0,1
Fäbrieius,Johannes,,Chur,0,1
...,.....,,Sziekzorinus Lukas,0,1
Abel,Johann,,s.l.,0,1
Erb,Matthias,,Rappoltsweller,0,1
Bars,Adolf,,Wesel,0,2
.u,s.n.,,Basel,0,1
CalVln,tifcSB,,Genf,0,1
Hochholzer,Christian,,rx wx H,0,1
Hyperius,Andreas,,Mphn rg,0,1
ulzer,Simen,,Basel,0,1
Dathezms,Petras,,Frankfurt,0,1
Vermigli,Peter Martyr,,ZijritjBrf,0,1
Hotot,Jean,de,Bern,0,2
Besä,Theor,de,Bern,0,1
tAVtelr,s.n.,,Krakau,0,1
Hoehholzer,Christian,,Stn am Ehe in. ,0,1
Blaurer,A brolsue,,Winterktur,0,1
Fabrielms,Johannes,,Chur,0,1
Jeger,Jsaak,,Mülkausen,0,1
Abel,Johannes,,s.l.,0,1
Bald,Joekinm,,s.l.,0,1
abricius,Johannes,,Char,0,1
Zanchi,HieronymusGirolamo,,Straburg,0,1
Schauenstein,Remigius,von,Chur,0,1
Ihretius,Christoph,,s.l.,0,1
Schenck,Mathais,,A gsburg,0,1
Absendet,s.n.,,Chur,0,1
Absöhder,s.n.,,Leutmerken,0,1
Mftlynen,lAxdwiB,von,Bern,0,1
Brunner,rilin,de,Glarus,0,1
....,s.n.,,Marburg,0,1
Blaurer,nbrosius,,Leutmerken,0,1
fi,iCr k X,,s.l.,0,1
Zanchi,Hieronymus,,teud evN A,0,1
E,I Fase. enthält,,Nummern oder Blätter. ,0,1
Kessler,Johannes,,St. Grellen,0,1
Olevinus,Caspar,,Heidelberg,0,1
Fabrieins,s.n.,,Johannes,0,1
Pineier,Johann,,s.l.,0,1
Jenvilliers,Charles,,Genf,0,2
Hessen,Philipp,von,Harburg,0,1
Martinengo,Ulisse,,Chiavenna,0,2
Wissjlirg,Wolfgang,,s.l.,0,1
Blaurer,Ambrosius,,Leutmerken,0,7
Zanehl,Hleroniao,,BadenA,0,1
Erb,Mathias,,Happolt sweiler,0,1
Budny,Simon,,Kleek,0,1
Biaürer,prosius,,Leutmerken,0,1
Blaurer,Aybroalus,,Lpr. ,0,1
Heser,David,,Augsburg,0,1
Uxo,Ihm,,s.l.,0,1
Erb,Matthias,,Rappolt sweier,0,1
John,s.n.,,s.l.,0,1
Zurkinden,Nicolaus,,lern,0,1
i,s.n.,,AVe,0,1
Martinengus,Ulysses,,Chiavenna,0,1
Bufcer,Jakob,,Schaffhausen,0,1
Soletbwra,s.n.,,s.l.,0,1
anehi,Hleronlme,,Stras sirarg,0,1
Schüler,Gervasius,,Lensburg,0,1
Cflrin,Johannes,,Genf,0,1
drfitpin.,Je.,,Genf,0,1
Jonvillaeus,Charles,,Genf,0,1
Wissenburg,Welfgang,,Basel,0,1
Diesbaeh,Nikelaus,,Bern,0,1
Absander,s.n.,,Petrikau,0,1
Fabricius,Johannes,,Chkn,0,1
Fabrieius,Johannes,,rend,0,1
Gratarolus,Guilhelmus,,Basel,0,1
Blaürer,Ambrosius,,Leutmerken,0,2
Musen,crer,,Chur,0,1
Blanrer,Ambrosius,,Leutmerken,0,1
Hedio,Euseb,,Basel,0,1
Liner,Hans,,St Gallen,0,9
Vorgerio,Plefl Paolo,,Tübingen,0,1
ZanchlHleronymuis,s.n.,,Strasstours,0,1
j,s.n.,,Heidelberg,0,1
Gratarolus,Gullelmus,,Basel,0,1
Jonvilliers,Charles,,Gen,0,1
AbsemJer,s.n.,,Marburg,0,1
Pflüger,Alexanr,de,Marburg,0,1
Jewel,Jhn,,s.l.,0,1
ein,TagsatzungsGe sandte,,Baden,0,1
Jonvilllera,s.n.,,Charles,0,1
Coignet,Matthleu,,Solothunn,0,1
Bürgermeister,und Rat,,von,0,1
Pari,so tu s Petras,,Samaden,0,1
Weydner,Wolfgang,,Wern,0,1
Oporin,Johannes,,Hesel,0,1
Bureher,John,,Krakau,0,2
M,Iptnolfr,,Augsburg,0,1
von,Salis Friedrich,,Samaden,0,1
Bochetel,ernardin,,Solothurn,0,1
Bordier,John,,Krakau,0,1
Hotomannus,Frameiscus,,Strassburg,0,1
Burcher,John,,Krakau,0,2
Salis,Rudolf,von,Promontogno,0,3
Sailer,Ger.,,Augsburg,0,1
Lamm,Hieronymus zum,,Frankfurt,0,1
Erb,Matthias,,Beiehenweier,0,1
Absen,i,de,Frankfurt,0,1
Biarer,Ambrosius,,Biel,0,1
Bhlnger,Johannes,,Augsburg,0,1
Blarer,Thomas,,U W Jfo irjfc j j ctif ifi JruveyjJ,0,1
Hotman,Erangois,,Strassburg,0,1
Zanehi,Hieronymus,,Strassburg,0,2
Happel,Viganft,,Marburg,0,1
Nikolaus,Starkenburg,von,Groningen,0,1
Karlia,Gregor,,Raveui,0,1
Mumius,Tilemanus,,Köln,0,1
Milander,Engelbert,,Hadentei,0,1
Aylmer,John,,Tübingen,0,1
Becher,Hans,,Oberlausitz,0,1
Usteri,Heinrich,,Zürich,0,1
Lavater,Ludwig,,Baden AG,0,1
Wai,einer Wolf gang,,Worms,0,1
Jewel,John,,Salisbury,0,8
Gallleius,Philipp,,hur,0,1
Farisotus,Petrus,,Sanaden,0,1
Oporia,Johannes,,Basel,0,1
RietmülerMyiagrius,Jäkel,,Reichenweier,0,1
O,tL Lok,,s.l.,0,1
Melanchthon,Philipp,,Woraa,0,1
Coignet,Mtthleu,,dhambdry,0,1
Socin,Laelius,,Tübingen,0,2
Dluski,Nikolaus,,Basel,0,1
Melanchthon,Philipp,,Frankfurt u. Leipzig,0,1
Geistliehe,s.n.,,Zürich,0,1
Seils,Friedrich tob,,Saaaden,0,1
Wolf,Kaspar,,Montpellier,0,1
Trüber,Brimus,,Tübingen,0,1
Melanehthon,Philipp,,f fUZrKtCt t,0,1
Bochetel,Bernrdin,,Solothurn,0,1
jkelitV,s.n.,,r,0,1
Zeuch,Hieronymus,,Straasburg,0,1
Coignet,Matthieu,,ptojvmtmn,0,1
Hyperius,Andreas,,s.l.,0,2
C,s.n.,,Heidelberg,0,1
Btorrhaus,Martin,,Basel,0,1
Bochetel,Beraardia,,s.l.,0,1
Friedrich,Salis,von,Samaden,0,1
Coignet,Matthieu,,Fayerne,0,1
Dluskl,Nikolaus,,Basel,0,1
Bochetel,s.n.,,Abte d,0,1
r,s.n.,,Solothurn,0,1
Jung,Johannes,,Aarau,0,1
Vogt,Slmprecht,,Schaffhausen,0,1
Stetten,Georg,von,Augsburg,0,75
Salls,Friedrich,von,Zuoz,0,1
Scalich,Paul,,s.l.,0,1
Cambray,Jean Jacques,de,Chur,0,6
Vermigli,Martyr Peter,,Zürich,0,1
Ceignet,Matthieu,,Solothurn,0,1
Gambray,Jean Jacques,de,Chur,0,1
Utenhove,Johannes,,Wt AW,0,1
Jaske,Johannes,,Frankfurt au,0,1
Stetten,Georg  juhJ,von,C,0,1
Qessner,Conrad,,Zürich,0,1
Cambray,ean Jacques,de,Chur,0,2
Vermigli,Peter Martyr,,J,0,1
Rudolf,Kaspar,,Marburg,0,2
Sailer,Gereo,,Augsburg,0,1
Roding,Nikolaus,,Marburg,0,1
Bbchetel,B.,,Paris,0,1
Hotomannus,Branziscus,,Paris,0,1
Vergerlus,Petrus Paulus,,Tübingen,0,1
S,iler Gereift,,Augsburg,0,1
Vogt,Sintpert,,Schaffhausen,0,1
Lismaninus,Franciscus,,Pelsnica,0,1
Arator,Nikolaus,,Schlesien,0,1
Stetten,Georg  Jun.,von,Augsburg,0,2
Laubenberg,Job. Wilhelm vo,,Bogegg,0,1
Salis,Friedrich,von,Davos,0,1
Ungnad,Johann,,Breslau,0,1
Vogt,Simprecht,,Sdnffhausen,0,1
Cöignet,tthieu,,Solothurn,0,1
Cämbray,ean Jacques,de,Chur,0,1
V,s.n.,,Worms,0,1
Vogler,Johannes jun.,,Schleiden,0,1
Mar,er Ambrosius,,Biel,0,1
Jonvllllers,Charles,,Genf,0,2
fahr,i du s Johannes,,Chur,0,1
Frölich,Georg,,Sehlaehteck,0,1
Ziegler,Ambrosius,,. Ae V AwvvA j,0,1
Crispinus,Johannes,,Genf,0,1
Hotomamus,Franciscus,,Strassburg,0,1
Coignet,Matthieu,,Baden,0,7
ipeCambray,Jean Jacques Je,,Chur,0,1
abrieius,Johannes,,Chur,0,3
Bochetel,Bernardin,,BadenAG,0,1
Mainard,Augustin,,billig Cv. AVdVKV,0,1
Sulaer,Simon,,Basel,0,1
WaUs,Vlf,,J,0,1
Stetten,Georg  jun.,von,Augsburg,0,1
Esri,enne,,Genf,0,1
Fabricius,Johannes und,,Chur,0,1
Salis,Friedrich,von,Wien,0,4
Dsylpodius,Petrus,,Strassburg,0,1
HU,s.n.,,Tx,0,1
Poppius,enso,,Manslacht AWsU f,0,1
Soein,Laelius,,Tübingen,0,1
Bullinger,Heinrich Antiste,,Zürich,0,1
j,s.n.,,Tübingen,0,1
Sailer,Gereon,,s.l.,0,4
Soein,Laelius,,Augsburg,0,1
Oporin,Johannes,,Baden,0,3
Keller,Diethelm,,MaurZH,0,1
Yergerius,Petrus Paulus,,Tübingea,0,1
a,Lasco Johannes,,Osseko CuuM,0,1
Jjeniseh,Marx,,Augsburg,0,1
Barberos,Wilhelm,,Augsburg,0,1
Dasypodius,Petras,,Strassburg,0,1
Salia,Friedrich,von,Samaden,0,2
dl,vln,,s.l.,0,1
ää,s.n.,,Basel,0,1
Bussel,F ancis,,Venedig,0,1
S,lis Friedrich,von,Samaden. ,0,1
Hotman,Frangois,,Strassburg,0,2
Varel,Wilhelm,,Beza Theodor,0,1
Vogt,Simpreeht,,Schaffhausen,0,2
Oporln,Johannes,,Basel,0,2
Sfciser,Simon,,Basel,0,1
Bbxa,Theodor,,Lausanne,0,1
Cognatus,Gilbert,,Basel,0,1
Mieronius,Martin,,Herden,0,1
Oporin,Johannes,,BadenM,0,1
Carlo,Coollas Secandus,,Bäsel,0,1
Milander,Engelbert,,Augsburg,0,2
Jonyillaeus,Carolus,,Seal,0,1
otman,Erangois,,Strassburg,0,1
Cfarie,Coelius Secundus,,Basel,0,1
Ooignet,Matthieu,,Solothurn,0,3
...,s.n.,,Vtectzutv,0,1
Gurio,Coelius Secundus,,Bhsel,0,1
Salier,Gereon,,Augsburg,0,1
Hospinin,Johannes,,Basel,0,1
Gurio,Coelius Secundus,,Sasel,0,1
Suleer,Simon,,Basel,0,1
Trüber,Prieus,,Kempten,0,1
Operis,Johannes,,Basel,0,1
DluskaKottwitz,Agnes,,Iwanowicze,0,1
Salier,Simom,,Basel,0,1
Kessler,Johannes,,St. Gllen,0,1
Büllinger,Heinrich. jun.,,Wittenberg,0,1
Coignet,Hatthieu,,s.l.,0,1
Utenhove,Johannes,,Krakau,0,3
Frölich,Georg,,Begensburg,0,1
Sulzer,Slaon,,Basel,0,1
sS,Iler Baphael,,Augsburg,0,1
Gallieius,Philipp,,Chur,0,2
Lismaninus,Franciscus,,Polen,0,1
llcponlus,Martin,,Horden,0,1
Trüber,Priens,,Kempten,0,1
Bfcsa,Theodor,,Lausanne,0,1
Gporin,Johannes,,Basel,0,1
Georg,ffürtt embeng,von,Hompelgrd,0,1
Sulser,Simon,,Basel,0,2
Bitter,Dietrich,,Köln,0,2
Lening,Johannes,,s.l.,0,1
Pincier,Johannes,,VeJtr,0,1
X,Lycosthenes Konrad,,Basel,0,1
Gallicius,Ehilipp,,Chur,0,1
BLcronius,Beartin,,Korden,0,1
Blarer,Ambrosius,,Mel,0,1
Widner,Wolfgang,,Worms,0,1
Bädius,Eonrad,,Genf,0,1
CanfMAr,s.n.,,Marburg,0,1
Hyperius,Andreas,,Harburg,0,1
Fabricius,ohannes,,en Datum,0,1
Rüssel,Francis,,Venedig,0,1
Zehender,Samuel,,s.l.,0,1
Beza,Theodor,,Basel,0,3
Haller,Johannes,,Bern. ,0,1
Ehinger,Johannss,,Augsburg,0,1
Salis,Friedrich,von,Venedig,0,1
Fincier,Hermann,,Basel,0,1
Hbrrh.au,s Martin,,Basel,0,1
fctxAA,Mj,,Strassburg,0,1
Jung,Johannes,,Isel,0,1
Vietor,Heiner ich,,Friedberg,0,1
perius,Andreas,,Marburg,0,1
von,Stetten Georg,,Augsburg,0,4
lycosthenes,Eonrad,,Basel,0,1
Lever,homas Langharn,,Aarau Tuwiintgc. iwnie. ,0,1
Melanch.th.on,Philipp,,s.l.,0,1
,,Geistliche,Genf,0,1
Jonvilliers,Charles,,Genf,0,9
Pincier,Hermann,,Basel,0,1
Salle,Friedrich,von,Samaden,0,1
Calvin,Johames,,Genf,0,1
Slis,Friedrich,von,Samaden,0,1
ai,s.n.,,Diessenhofen,0,1
uaaar,Gallua,,Wien,0,1
ELarer,Ambrosius,,Biel,0,1
Georg,Wüfctemberg,von,Hfrburg,0,1
Burcher,John,,Pinczow,0,1
Coignet,Matthieu,,Paris,0,5
Frölich,Georg,,euburg,0,1
Erb,Matthiasr,,Eeichenweier,0,1
IttfeWiM,s.n.,,Heichenweier,0,1
Hotoaiannus,Franciscus,,Strassburg,0,1
Sali,s Friedrieb .,von,Chur,0,1
Haller,Johannes,,BernJ,0,1
To,Jek,,TiaiCl,0,1
Beza,Theodor,,Schaffhausen,0,1
Cglyln,Johannes,,Genf,0,1
Melnchthon,Philipp,,Worae,0,1
Slls,Friedrich,von,Venedig,0,1
Bbsa,Theodor,,Q Lawj ArvJ,0,1
Oporin,Johanne,,Basel,0,1
Ehinger,Johannes,,Augsburg,0,3
SsILerGereon,s.n.,,Aügsbrug,0,1
de,Ferrilres Jean sr. Maligny,de,Strassburg Gallus,0,1
Farel,Wilhelm,,Lausanne,0,1
Solls,Friedrich,von,Samden,0,1
Borrhaus,Martin,,Bhsel,0,1
c.i,s.n.,,Italienische Geistliche,0,1
Venetacher,Petrus,,Hedelfingen,0,1
Viret,Pierre,,lausnne,0,1
Weidner,Wolfgang,,Worms,0,1
Hbza,Theodor,,t,0,1
Lismaninus,Franciscus,,Tomice,0,1
Salle,Friedrich,von,Samadea,0,1
Bier,Jakob,,Schaffhausen,0,1
Galrln,Johannes,,Genf,0,1
Haller,Johennea,,Bern,0,1
Ehlnger,Johannes,,Augsburg,0,1
EngtischeuchilifsmMner,zgfivpk,,Frankfurt,0,1
Lama,Hieronymus zum,,Frankfurt,0,1
Wblser,Hans,,Augsburg,0,1
Barer,Ambrosius,,C,0,1
ever,Thomas,,Aarau,0,1
Melanchthon,Philipp,,Worms,0,1
yw,s.n.,,Zürich,0,1
a,Lasco Johannes,,reslau islaviae,0,1
CiMibray,Jean Jacques,de,Chur,0,1
Egenolf,Rappolstein,von,Bappollsweller,0,1
TluHA,OcLCok hcurhft,,s.l.,0,1
Gremjy,usj Luoluji.,,Ivaau,0,1
ever,Thomas,,Coventry,0,1
Quadrio,Ludwig,,Tirano,0,1
Haller,Volfgang,,BadenAG,0,1
F,s.n.,,Winterthur,0,1
Haller,Wolfgang,,BadenAti,0,1
Scalichius,Paulus,,Tübingen,0,1
Beebner,Hans,,Sittaw Zittau,0,1
Schöpf,Thomas,,Mülhausen,0,1
Jaske,Johannes,,Danzig,0,1
Fabricius,Carolus,,Reichenweier,0,1
er,Kämj n,,L KtpfoLhjn Kaff,0,1
Ooignet,Matthaeus,,Sei,0,1
,,Geistliche,E II,0,1
Stucki,Johann Wilhelm,,Straburg,0,2
Eüeger,Jakob,,Schaffhausen,0,3
Abel,Johann,,London,0,1
Stetten,Georg,von,Augtfsburg,0,1
Peyer,Martin,,C,0,1
Bertiin,Bartholomäus,,Memmingen,0,3
Philipp,Landgraf,von,Zapfenburg,0,1
TbnAtre,JU,,uXe Yv,0,1
Hürus,Hieronymus,,Konstanz,0,1
aogeorg,Thomas,,Backnang,0,1
Vogt,Simpert Büeger Jakob,,Schaffhausen,0,1
Schatter,Ran,de,Tat ij,0,1
Hüeger,Jakob,,Schaffhausen,0,2
Dathenus,Petrus,,Frankfurt,0,3
Bochetel,Bernardin,,Konstanz,0,1
Kl,s.n.,,J. l. Kajfol fi i i,0,1
Myliagrius,Jacobus,,Beichenweier,0,1
Mont,Christophen,,Strassburg,0,5
Blarer,Ambrosius,,Grieenberg,0,1
Naogeorgus,Thomas,,Stuttgart,0,1
Frölich,Georg,,Freiburg,0,1
AU,V,,Tübingen,0,1
Lusmski,s.n.,,Iwanowicze. ,0,1
t,f IcX w kf,,s.l.,0,1
Justin,Gräfin  Lupfen,von,KtJ,0,1
Hochholzer,Christian,,Stein am Hhein,0,1
Blrer,Ambrosius,,s.l.,0,1
Happel,Wigand,,Frankfurt,0,1
Kiebitz,Wilhelm,,Frankfurt,0,1
Hyperius,Ancteas,,Frankfurt,0,1
Chipius,Johannes,,Frankfurt,0,1
Stucki,Johann Wilhelm,,t,0,1
Tarnowski,Johannes,,Tarnow,0,1
Blarer,Amtfrosius,,Winterthur,0,1
Rust,Thüring,,Heidelberg,0,1
aogeorgus,Thomas,,Pagnang,0,1
ompägnie,s Fast,de,von Genf,0,1
Midi,Joachim,,Glarus,0,4
dlischwiler,Hans,,Bheinfelden,0,1
Bbza,Theodor,,Genf,0,1
GUisWcV,v L.,,Lausanne,0,1
Philipp,Hessen,von,OlELZlOL C JUL Ty,0,1
WrdesiusStanislaus,s.n.,,Bi chau y cw w,0,1
Steiger,Hans,,Bern,0,2
Bueger,Jakob,,Schaff hausen,0,1
